ResponseId,Q2_1,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q7_1,Q7_2,Q7_3,Q7_4,Q8_1,Q8_2,Q4_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_8_TEXT,Q11_1,Q11_2,Q11_3,Q12_2,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q17,Q18,Q19
R_1r04OmilKyhMk52,Central California Women's Facility(CCWF),440,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,0,0,,0,0,1,1,2,2,0,0,0,0,3,3,3,3,0,0,NA,1,0,1,1,"Always, or almost always","Always, or almost always",Never,"Always, or almost always",Sometimes,"Always, or almost always","Always, or almost always","Always, or almost always",Sometimes,You don't mention the pesticide spraying from above coasted about by the wind that we breathe and what is sprayed commercially within the facility- central California women's facility,"Release us. All of us not just some, equality means all not some. Instead of swamp coolers- put in A/C heating units. Swamp use roughly 12,000 gallons of H2O a day, compared to below this figure for AC. This would reduce h2O and filter more air than the wildfire smoke coming into the room cells through the swamp cooler",
R_9LbFReH2Gt9ro2d,California Rehabilitation Centerﾊ(CRC),50,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,,1,0,0,2,2,3,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,"Always, or almost always","Always, or almost always",Never,Sometimes,Sometimes,"Always, or almost always","Always, or almost always",Sometimes,Never,I'm fortunate. I've been in a building that has temperature control. There are only 3 of these buildings in the institution. All 3 are on my yard. 2 of them are used for COVID issues.,N/A,
R_2TC4O03S0z1eqxO,Central California Women's Facility(CCWF),36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,NA,,0,1,1,0,0,0,3,3,3,3,0,0,0,0,0,1,0,1,0,1,NA,"Always, or almost always",Never,Sometimes,Never,Never,Never,Never,"Always, or almost always",Don't Know,,,
R_2BtZKHd7TYffOIV,California Institution for Menﾊ(CIM),17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,NA,,1,1,1,0,4,0,3,3,3,3,0,0,1,1,0,0,0,1,0,1,0,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,CIM-East is as bad as it was when I started doing time in San Quetin and Folsom in 1981- 42 years ago. No Air no heat waters bad. God forbid if a fire happen and if that's not going to get you the mole will,I'm at CIM east it should be closed forever its too old of a prison,
R_3JeWZSXo9fac5rD,California Rehabilitation Centerﾊ(CRC),60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,1,0,1,3,2,2,1,2,2,0,0,0,1,0,0,1,NA,1,1,1,"Always, or almost always","Always, or almost always","Always, or almost always",Never,Never,"Always, or almost always","Always, or almost always","Always, or almost always",Sometimes,,We would like to get ice - Norco,
R_2Ez2hYoemgc0rHd,California Institution for Menﾊ(CIM),60 plus,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,I had a heat rash that became infected and sent me to the hospital in summer 2021- I am 62 years old,1,1,1,0,3,0,2,1,3,2,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Sometimes,"Always, or almost always",Never,I was locked in a prison cell during a cold snap at CSATF/Corroran State Prison. It was freezing below 32 degrees in the cell because there was no heat. I have gotten severely over heated at this prison it gets above 95 degrees for days on end/weeks at this prison (CIM),Put in air conditioning or swamp coolers it is too hot for us old people at this prison!,3) *Twice in five years! 7b) *Went to hospital for heat exhaustion 7f) I have COPD 8) No showers after 9pm
R_2RR0bA1afvTYdca,California Rehabilitation Centerﾊ(CRC),36,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,1,Diabetic,1,1,0,1,3,1,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,,,
R_33dSl6aRJT2DLGE,California Rehabilitation Centerﾊ(CRC),32,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,NA,NA,1,1,0,0,0,,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,I learned all my skills fro going to an academy COR training camp.,,
R_2f7dN8lTX259UzY,California Institution for Menﾊ(CIM),22,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,1,0,0,0,2,2,0,1,3,3,0,0,1,1,0,0,1,NA,NA,1,0,"Always, or almost always",Sometimes,Never,Never,Never,Never,Did not answer,"Always, or almost always",Never,"There at CIM I asked, through an 1824, for a long-sleeved shirt- the kind CDCR has as a staple in some facilities- I was denied! I am a kidney transplant recipient and subsequently rendered immunocsuppressed. I take 3 medications that warn against UV exposure but their doctor here claimed I didn't take such meds. Unbelievably bold and ___(can't read word); knowing I can't do a damn thing about it. UV light is the enemy to an immunosuppressed individual; melonomas/cancers medications are: ENVASUS XR, PREDNISONE, MYCOPHENOLIC ACID DR. Summer is trouble, winter is not so bad.","If any facility is woefully unprepared to care properly for an individuals' inability to function safely, send them to a proper facility for proper care. Stop trying to have a one size fits all facility, simultaneously calling yourself a high risk facility! Besides a misnomer, it's dangerous trying to put a square peg in a round hole.",12 last box) only N-95 masks
R_3kiik583Ev24o9m,California Health Care Facilityﾊ(CHCF),12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,,0,1,1,1,4,0,3,3,3,0,0,0,0,2,0,0,1,1,NA,1,0,Never,Never,Never,"Always, or almost always",Never,Never,"Always, or almost always",Never,"Always, or almost always",CMF vacuile whole prison was smoked filled for 3 weeks ash all over the floor staff did nothing,less inmates,
R_1FKiBGgO4zozp2X,California Rehabilitation Centerﾊ(CRC),14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,throwing up from heat,1,1,0,2,3,1,2,1,2,2,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,"Here at NorCo prison they do not have a plan for any of these events. I've been here two years and no fire drills, or extra blanket when hot or ice when it is hot.",We should be taught what to do if any of this stuff occurs. Also have emergency kits made for every inmate.,
R_wUlfRJcZvmR20A9,Ironwood State Prisonﾊ(ISP),60+,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,1,0,0,,0,1,1,0,0,0,1,1,NA,0,0,0,1,2,0,0,0,1,0,1,1,"Always, or almost always","Always, or almost always",Never,Never,Sometimes,Sometimes,"Always, or almost always","Always, or almost always",Sometimes,"ISP recently upgrade its swamp cooler after operating since 1994 in the lower desert that has seen temperatures above 120 degrees, lasting for 6 weeks (2018)",Maintain committees to address these concerns.,"For question 12, they circled the word ""water"" in the question ""Are you able to store other emergency supplies in your cell (ex. water, N-95 masks, extra blankets)"
R_21oWjf0PlgJvSgS,Ironwood State Prisonﾊ(ISP),60,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,NA,NA,1,1,NA,,0,1,1,0,4,0,2,3,3,3,0,0,0,0,0,0,0,1,0,0,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,"Ironwood prison: Extreme heat, broken cooling water fountains or not enough fountains and staff turning cooling fountains. So we can't get cold water when we come in from yard when its 120 degrees hot. They have Iggles on the yard but its warm water. From time to time when we did complain about the temp inside the cells they came to read the temp with an electrol read and point it at the metal vent and its at 90 or above. When that door closes its like a sauna and temp rise up with 2 people in the cell with a solid door closed. Inhumane treatment, and in winter the cold air stays on so its like someone's doing it on purpose. When you tell staff their words are like: It prison, don't come to prison. Its not a hotel. You have no rights you inmates! On and On. They think of us less than animals because we committed a crime and still should be punished. Even the laundry work on but yard will only give us one blanket.",We feel hopeless and understand if anything happens we are out of luck. We witness it during the Covid-19 when they just lock themself in the office and keep us locked down. We seen how chaos would work in here and not in our best interest. Administration here at Ironwood is as I feel anti-inmate. We need outside agents to work inside prison and monitor and be free to talk to inmates one on one to work to better the environment in here! I do not want my kids or anyones else to go through what people go through in CA prison.,"On question 9, the respondent wrote ""Hell no"" next to the question ""In the event of a climate emergency, prison staff will keep me physically safe"""
R_8vP4DQWRvpacQCt,"California State Prison, Los Angeles Countyﾊ(LAC)",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,1,NA,difficulty breathing due to black mode,NA,1,NA,0,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,NA,NA,"Always, or almost always",Never,Never,Sometimes,Sometimes,Never,Sometimes,"Always, or almost always",Sometimes,"I've been incarcerated for over 26 years and been to ""just about all California Prisons"" and they all treat you the same (like you don't matter). As for naming names, I'm bot a big fan of naming names even if they're prisons...",Simple: Treat people like people and not as a pay day!!!,
R_3K6z34SXe0ugWpH,"California State Prison, Los Angeles Countyﾊ(LAC)",24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,NA,1,NA,0,0,NA,1,NA,,0,1,1,2,4,2,1,2,3,3,0,0,0,0,0,0,NA,1,0,1,1,"Always, or almost always",Never,Never,Sometimes,Never,Never,Sometimes,"Always, or almost always",Sometimes,,Maybe provide two blankets instead of one.,
R_29mtmh1F9fg2KER,"California State Prison, Los Angeles Countyﾊ(LAC)",60,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,NA,1,1,1,1,1,NA,1,heat,1,1,1,1,3,1,0,0,2,2,0,0,0,0,0,0,0,1,0,1,1,"Always, or almost always",Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,"Housed here at CSP-LAC, whatever the temperature is outside, that's what the temperature is in my cell. No heat during the winter, no cool air during the summer","The only recommendations I have is, prisoner/inmates are human beings as well. Treat and take care of as you would want to be treated in the process of climate emergencies. Deliver that message to CDCR",
R_DUmDuZUOyMNy241,"California State Prison, Los Angeles Countyﾊ(LAC)",240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,swollen lymph nodes,0,0,0,1,4,1,0,1,1,2,0,0,0,0,0,1,1,1,1,1,1,"Always, or almost always",Never,Never,"Always, or almost always",Never,Never,Never,"Always, or almost always",Never,Not at this time,Not at this time,"On question 12 they wrote ""over in the SHW"" next to ""Have prison staff ever given you additional blankets for the cold?"". In question 12 they wrote ""But still cold"" under their ""Yes"" answer to the question ""In cold weather, do you have access to heated facilities?"" In question 12, they wrote ""limited on blankets"" under the ""No"" column for the question ""Are you able to store other emergency supplies in your cell (ex. water, N-95 masks, extra blankets)?"" On question 13, they wrote ""swamp cooler"" under their ""Yes"" answer to the question ""You had access to air-conditioned rooms"""
R_110Cwlch7Z8oTlY,"California State Prison, Los Angeles Countyﾊ(LAC)",25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,1,1,allergies at corcoran state prison. Prescribed dimetapp? 1990's,0,1,1,0,4,0,2,2,3,3,0,0,0,0,0,0,NA,1,0,1,1,"Always, or almost always",Never,Never,Sometimes,Never,Never,Never,"Always, or almost always",Never,,One of the things that require investigation is the quality of the water (that is a necessity) many staff members bring their own bottled water. They do not drink the water! Prisoners are last importance in all situations in the CDCR,"In question 7, they wrote ""Hosp"" under their ""Yes"" answers for questions ""Wheezing, coughing, difficulty breathing from wildfire smoke"" and ""Prolonged numbness in hands, feet, etc. due to cold."" On question 12, they wrote ""only 2 allowed"" under the question ""Have prison staff ever given you additional blankets for the cold?"". On question 12, they wrote ""Bottled water sold in canteen"" under question ""Are you able to store other emergency supplies in your cell (ex: water, N-95 masks, extra blankets)"" and they circled the words ""water"" and ""N-95 masks"""
R_PLOLTt71P4NH4ch,"California State Prison, Los Angeles Countyﾊ(LAC)",14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,NA,1,NA,1,NA,NA,1,1,Sleep apnea worsen due to heat,1,1,0,0,4,0,1,2,2,2,0,0,0,0,0,0,0,1,0,1,0,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,,,
R_2v7h4Lf0RpECn1N,"California State Prison, Los Angeles Countyﾊ(LAC)",25,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,NA,1,1,0,1,1,migraines,1,1,1,2,4,1,2,3,2,1,0,0,0,2,0,1,1,1,1,1,1,"Always, or almost always",Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,"Always, or almost always",Sometimes,,,
R_xDyzLwPloWbEnHb,San Quentin State Prisonﾊ(SQ),228 months,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,allergy due to building dust,1,1,1,1,4,3,0,0,1,1,0,0,2,2,0,0,0,1,0,1,1,"Always, or almost always","Always, or almost always",Never,Sometimes,Sometimes,Sometimes,"Always, or almost always","Always, or almost always",Sometimes,"Here at CSP-San Quentin, it is my opinion that prison staff are not concerned with the inmate population regarding extreme heat or cold conditions. It is up to the inmates themselves to do what we can to deal with the situation. Also, the amount of dust in the building, and all the pigeon droppings that are everywhere in the building are a real health hazard.","Building heating and cooling at the proper times are direly needed. Also, I am sure that air circulation and ventilation for proper health are not being met.","On the first page they underlined ""We have included an envelope"" and wrote underneath ""was not included!"""
